% site name: RINK
% Time      Up        err   East      err    North    err
% years     mm        mm    mm        mm     mm       mm
2008.4760   -42.7     3.2    50.1     2.0   -47.0     1.8
2008.4783   -46.6     3.2    50.4     2.0   -46.3     1.8
2008.4812   -41.7     3.2    51.0     2.0   -45.9     1.8
2008.4840   -43.9     3.2    50.0     2.0   -46.5     1.9
2008.4870   -44.3     3.5    50.1     2.0   -45.0     2.0
2008.4893   -39.9     3.5    51.3     2.0   -45.1     2.0
2008.4920   -40.5     3.4    51.0     2.0   -46.0     2.0
2008.4950   -41.8     3.4    49.4     2.0   -44.9     1.9
2008.4980   -40.7     3.3    48.5     2.0   -44.5     1.9
2008.5002   -38.8     3.3    50.5     2.0   -45.0     1.8
2008.5030   -41.8     3.2    48.4     2.0   -43.8     1.9
2008.5060   -44.1     3.3    49.1     2.0   -47.2     1.8
2008.5090   -42.7     3.2    50.5     2.0   -45.5     1.8
2008.5113   -44.8     3.2    50.4     2.0   -46.6     1.9
2008.5140   -38.3     3.3    49.6     2.0   -44.9     1.9
2008.5170   -36.8     3.3    50.5     1.9   -43.4     1.9
2008.5200   -43.0     3.2    49.1     1.9   -44.4     1.9
2008.5222   -40.2     3.2    50.6     1.9   -44.5     1.9
2008.5250   -36.3     3.2    49.9     2.0   -42.5     1.9
2008.5280   -32.8     3.3    50.4     2.0   -45.0     1.9
2008.5310   -34.0     3.3    48.0     2.0   -44.7     2.1
2008.5332   -31.3     3.7    49.1     2.0   -45.6     2.0
2008.5360   -30.9     3.6    50.2     2.0   -43.9     1.9
2008.5390   -36.8     3.4    49.4     2.0   -44.0     1.9
2008.5413   -34.1     3.3    49.6     2.0   -44.9     1.9
2008.5440   -34.9     3.3    50.1     2.0   -43.8     1.9
2008.5470   -38.0     3.3    49.5     2.0   -44.3     1.9
2008.5500   -36.0     3.3    49.5     2.0   -44.9     1.8
2008.5523   -35.0     3.2    51.0     1.9   -44.7     1.9
2008.5550   -34.5     3.2    50.6     2.0   -43.8     1.9
2008.5580   -33.6     3.3    50.2     2.0   -43.8     2.0
