% site name: QAAR
% Time      Up        err   East      err    North    err
% years     mm        mm    mm        mm     mm       mm
2008.2540   -40.0     3.4    61.4     2.0   -40.4     2.0
2008.2570   -32.9     3.3    61.2     1.9   -39.7     2.0
2008.2593   -33.3     3.4    59.6     1.9   -38.2     2.0
2008.2620   -37.3     3.5    61.0     1.9   -38.6     2.1
2008.2650   -39.6     3.8    59.3     2.0   -41.3     2.2
2008.2680   -31.6     3.6    61.6     2.0   -38.4     2.0
2008.2703   -38.4     3.7    59.3     2.0   -39.1     2.2
2008.2730   -27.5     3.6    59.8     2.0   -39.1     2.0
2008.2760   -33.3     3.6    59.6     2.0   -38.9     2.0
2008.2790   -28.7     3.6    59.3     2.0   -39.1     2.1
2008.2812   -28.5     3.5    59.6     1.9   -38.5     2.1
2008.2840   -25.7     3.5    61.0     1.9   -38.3     2.1
2008.2870   -26.0     3.3    60.1     1.9   -38.2     2.0
2008.2900   -27.7     3.5    61.5     1.9   -37.2     2.1
2008.2923   -32.6     3.5    58.9     1.9   -40.0     2.1
2008.2950   -30.9     3.5    59.0     2.0   -39.8     2.0
2008.2980   -33.4     3.4    60.2     1.9   -37.4     2.0
2008.3010   -27.9     3.5    60.7     1.9   -35.8     2.1
2008.3032   -28.8     3.4    59.5     1.9   -36.6     2.0
2008.3060   -35.2     3.3    59.9     1.9   -37.7     2.0
2008.3090   -37.9     3.3    59.9     1.9   -37.1     2.0
2008.3114   -35.3     3.7    58.7     2.0   -37.6     2.1
2008.3142   -35.4     3.8    57.9     2.0   -38.5     2.2
2008.3170   -38.5     3.5    58.9     1.9   -38.5     2.1
2008.3200   -36.7     3.6    59.1     1.9   -38.0     2.1
2008.3223   -40.0     3.5    57.0     1.9   -38.6     2.1
2008.3250   -36.7     3.5    59.3     1.9   -36.2     2.1
2008.3280   -33.1     3.6    59.3     2.0   -37.7     2.0
2008.3310   -25.4     3.4    59.2     1.9   -34.3     2.0
2008.3332   -36.7     3.4    59.3     1.9   -37.5     2.0
2008.3360   -37.4     3.5    59.8     1.9   -37.4     2.1
2008.3390   -37.9     3.5    58.7     2.0   -38.0     2.0
2008.3420   -35.3     3.6    59.5     2.0   -37.3     2.0
2008.3443   -35.3     3.6    58.6     1.9   -38.0     2.1
2008.3470   -30.6     3.6    60.3     2.0   -38.0     2.0
2008.3500   -33.5     3.4    59.5     1.9   -37.6     2.0
2008.3530   -36.6     3.4    59.8     1.9   -36.1     2.0
2008.3552   -29.4     3.4    59.6     1.9   -35.8     2.0
2008.3580   -34.2     3.3    59.2     1.9   -37.9     2.0
2008.3610   -31.8     3.4    59.6     1.9   -36.8     2.0
2008.3634   -38.6     3.4    59.9     1.9   -37.5     2.0
2008.3662   -36.4     3.4    57.9     1.9   -37.5     2.0
2008.3690   -33.4     3.4    58.8     1.9   -36.5     2.0
2008.3720   -36.0     3.4    58.1     1.9   -36.0     2.0
2008.3743   -39.8     3.3    58.0     1.9   -38.9     2.0
2008.3770   -34.2     3.4    58.5     1.9   -35.8     2.0
2008.3800   -33.8     3.3    59.2     1.9   -35.0     2.0
2008.3830   -39.2     3.5    58.5     1.9   -36.6     2.1
2008.3853   -33.3     3.5    58.8     1.9   -35.6     2.1
2008.3880   -33.0     3.5    58.2     1.9   -35.9     2.1
2008.3910   -30.2     3.6    59.7     2.0   -35.0     2.0
2008.3940   -32.5     3.5    58.9     2.0   -36.0     2.0
2008.3962   -32.6     3.5    57.8     1.9   -35.7     2.1
2008.3990   -32.4     3.4    58.4     1.9   -36.4     2.0
2008.4020   -28.6     3.4    58.9     1.9   -35.4     2.0
2008.4050   -34.0     3.4    58.6     1.9   -35.8     2.0
2008.4073   -23.6     3.7    58.4     2.0   -34.2     2.1
2008.4100   -40.5     3.5    60.5     1.9   -40.5     2.1
2008.4130   -36.1     3.6    59.4     1.9   -38.6     2.1
2008.4160   -33.2     3.5    57.7     1.9   -35.8     2.1
2008.4182   -33.2     3.5    57.7     2.0   -35.6     2.0
2008.4210   -29.1     3.4    58.5     1.9   -35.7     2.0
