% site name: DKSG
% Time      Up        err   East      err    North    err
% years     mm        mm    mm        mm     mm       mm
2008.0130   -49.4     3.5    66.9     1.7   -27.2     1.9
2008.0160   -51.9     3.4    66.2     1.7   -27.3     1.9
2008.0190   -49.4     3.4    66.0     1.7   -28.2     1.9
2008.0212   -52.8     3.5    65.5     1.7   -28.8     1.9
2008.0240   -50.7     3.5    65.2     1.7   -27.2     1.9
2008.0270   -52.5     3.4    66.0     1.7   -28.0     1.9
2008.0294   -56.4     3.4    64.5     1.7   -26.4     1.9
2008.0322   -53.8     3.4    65.5     1.7   -27.2     1.9
2008.0350   -48.4     3.5    64.7     1.7   -27.2     1.9
2008.0380   -48.9     3.4    65.3     1.7   -28.6     1.9
2008.0404   -52.0     3.4    66.5     1.7   -27.8     1.9
2008.0430   -47.0     3.5    65.2     1.7   -27.6     1.9
2008.0460   -53.1     3.5    64.0     1.7   -27.5     1.9
2008.0490   -48.4     3.5    64.4     1.7   -29.0     1.9
2008.0512   -45.3     3.4    64.3     1.7   -27.9     1.9
2008.0540   -53.7     3.5    62.3     1.7   -29.2     1.9
2008.0570   -51.0     3.4    63.9     1.7   -27.8     1.9
2008.0594   -53.0     3.4    64.1     1.7   -29.8     1.9
2008.0622   -43.7     3.5    64.3     1.7   -28.9     1.9
2008.0650   -44.4     3.5    63.4     1.7   -28.2     1.9
2008.0680   -50.2     3.5    64.8     1.7   -27.6     1.9
2008.0710   -51.4     3.4    64.2     1.7   -27.8     1.9
2008.0732   -51.7     3.4    64.0     1.7   -26.5     1.9
2008.0760   -52.4     3.5    64.2     1.7   -27.3     1.9
2008.0790   -51.0     3.6    65.5     1.7   -27.9     1.9
2008.0820   -52.2     3.6    64.6     1.7   -27.2     1.9
2008.0842   -52.3     3.5    64.6     1.7   -27.1     1.9
2008.0870   -47.0     3.5    64.8     1.7   -28.3     1.9
2008.0900   -45.6     3.5    64.3     1.7   -27.3     1.9
2008.0924   -48.1     3.5    63.7     1.7   -28.4     1.9
